feature_id	Domain	Phylum	Class	Order	Family	Genus	Species
3154dbb7e7dd8d68bb92b4ac99037fe5	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium NA
315900f15406a2ac6c2ebf78bb0e0857	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella melaninogenica
3159307c93a522fcab64dfd859507ae7	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	Gemella NA
31599dfb1e7384475b2d8f271f0e2d11	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	Subdoligranulum NA
315a537b5b8a717c2f5f9abd70d5a947	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	Gemella NA
315ab6e673cbaeadb9b9c31afc326363	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] ruminantium group	uncultured bacterium
315ca0a387d92e0844c4c1400540301c	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium NA
31654d5e37e35a6eb84f8ca02ec0d95e	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus NA
3165f33c77db148384d2d670ff8c8f9e	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] nodatum group	[Eubacterium] nodatum group NA
316cad23c2001d8fca2b5b191e5edcb9	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 9	uncultured bacterium
316e43655410908879cd53d5f2e1dde9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella NA
317c294f3f66c0443f743165841fce56	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterellaceae bacterium
318011de2c1e0de83a093716a1d53055	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema vincentii
3182ebaf410cfae9cede9b67f43b83d2	Bacteria	Bacteria NA	Bacteria NA	Bacteria NA	Bacteria NA	Bacteria NA	Bacteria NA
31839b4e6c440a917936a3eb69eb96a9	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Johnsonella	uncultured Lachnospiraceae
318bb5d0ed821a99e72aaffe7e6c7643	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella denticola
318d3e9882cad1d18b00d9490a40ecd7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	Bacteroidales oral
319651ec82556b3e713d600c5842a8c3	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	uncultured bacterium
319f7343351da6ccc09bbdfbc859cb91	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella salivae
31a10ab5a3f32a7a63187e524284bec0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	uncultured organism
31a4134ceffa88330a942e78d9ed56a4	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	uncultured bacterium
31acd6aad335f8a38505f7750f4df155	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	Butyricicoccus NA
31b07f11a50f2b12da25dba18244e18f	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium NA
31b1f042f82645a62a7c79701d74ee7b	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	Mogibacterium NA
31b5433a2d68875baf496dcb7615ca67	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	uncultured bacterium
31b9b62cb7eee17c72b27393d862b7e2	Bacteria	Firmicutes	Bacilli	Bacilli NA	Bacilli NA	Bacilli NA	Bacilli NA
31bee496acd21a0e223e1830c14d6448	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	uncultured bacterium
31c30e2e795b4fac6f0b2363701d8597	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella NA
31c40d225eae3bc052fe740ad5a2d893	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes NA
31c5d6d689fe24ec7157fa1c0783fbd4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Methylobacterium-Methylorubrum NA
31c7bc067538dcf7916e8b7cbefa44e5	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes NA
31c8d82793b64b8813034f0ebd64ded3	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	uncultured NA
31d04e7999c801b0948b081fe001901c	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia NA
31d603fe9b3633829388ec89851c6043	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella stercorea
